CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.03;Obrigações Fiscais;7693384.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.03.01;Obrigações Fiscais Federais;20278167.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.03.01;Obrigações Fiscais Federais;7693384.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.03.01.02;Pis, Cofins, Csll, IRRF, IRPJ;20278167.0000000000;N
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.03.01.02;Pis, Cofins, Csll, IRRF, IRPJ;7693384.0000000000;N
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.04;Empréstimos e Financiamentos;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.04;Empréstimos e Financiamentos;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.04.01;Empréstimos e Financiamentos;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.04.01;Empréstimos e Financiamentos;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.04.01.01;Em Moeda Nacional;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.04.01.01;Em Moeda Nacional;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.04.02;Debêntures;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.04.02;Debêntures;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.04.03;Financiamento por Arrendamento;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.04.03;Financiamento por Arrendamento;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05;Outras Obrigações;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05;Outras Obrigações;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05.01.01;Débitos com Coligadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05.01.01;Débitos com Coligadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05.01.03;Débitos com Controladores;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05.01.03;Débitos com Controladores;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05.02;Outros;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05.02;Outros;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06;Provisões;11036029.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06;Provisões;10413783.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;2315851.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;1860671.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.01.01;Provisões Fiscais;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.01.01;Provisões Fiscais;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;2315851.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;1860671.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.01.04;Provisões Cíveis;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.01.04;Provisões Cíveis;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.02;Outras Provisões;8720178.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.02;Outras Provisões;8553112.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.02.01;Provisões para Garantias;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.02.01;Provisões para Garantias;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.02.02;Provisões para Reestruturação;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.02.02;Provisões para Reestruturação;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.06.02.04;Adiantamento de Clientes;8720178.0000000000;N
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.06.02.04;Adiantamento de Clientes;8553112.0000000000;N
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.07;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.07;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.07.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.07.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02;Passivo Não Circulante;70802686.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02;Passivo Não Circulante;95681179.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.01;Empréstimos e Financiamentos;19278035.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.01;Empréstimos e Financiamentos;21417720.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.01.01;Empréstimos e Financiamentos;5119206.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.01.01;Empréstimos e Financiamentos;7258891.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.01.01.01;Em Moeda Nacional;5119206.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.01.01.01;Em Moeda Nacional;7258891.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.01.02;Debêntures;14158829.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.01.02;Debêntures;14158829.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.01.03;Financiamento por Arrendamento;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.01.03;Financiamento por Arrendamento;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02;Outras Obrigações;1954314.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02;Outras Obrigações;1124514.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02.01;Passivos com Partes Relacionadas;1621873.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02.01;Passivos com Partes Relacionadas;858561.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02.01.01;Débitos com Coligadas;1621873.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02.01.01;Débitos com Coligadas;858561.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02.01.03;Débitos com Controladores;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02.01.03;Débitos com Controladores;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02.02;Outros;332441.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02.02;Outros;265953.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02.02.01;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02.02.01;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02.02.02;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02.02.02;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.02.02.03;Deságio do Investimento;332441.0000000000;N
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.02.02.03;Deságio do Investimento;265953.0000000000;N
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.03;Tributos Diferidos;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.03;Tributos Diferidos;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;PENÚLTIMO;2020-12-31;2.02.03.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;S
02.201.787/0001-85;2021-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DF Consolidado - Balanço Patrimonial Passivo;REAL;UNIDADE;ÚLTIMO;2021-12-31;2.02.03.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;S
