CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.02.01;Ágio na Emissão de Ações;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.02.02;Reserva Especial de Ágio na Incorporação;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.02.02;Reserva Especial de Ágio na Incorporação;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.02.03;Alienação de Bônus de Subscrição;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.02.03;Alienação de Bônus de Subscrição;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.02.04;Opções Outorgadas;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.02.04;Opções Outorgadas;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.02.05;Ações em Tesouraria;-1154.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.02.05;Ações em Tesouraria;-1401.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.03;Reservas de Reavaliação;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.03;Reservas de Reavaliação;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04;Reservas de Lucros;804599.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04;Reservas de Lucros;1147566.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.01;Reserva Legal;110158.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.01;Reserva Legal;139801.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.02;Reserva Estatutária;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.02;Reserva Estatutária;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.03;Reserva para Contingências;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.03;Reserva para Contingências;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.05;Reserva de Retenção de Lucros;584283.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.05;Reserva de Retenção de Lucros;867964.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;110158.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;139801.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.07;Reserva de Incentivos Fiscais;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.07;Reserva de Incentivos Fiscais;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.09;Ações em Tesouraria;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.09;Ações em Tesouraria;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.10;Reserva de Combinação de Negócios;0.0000000000;N
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.10;Reserva de Combinação de Negócios;0.0000000000;N
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.05;Lucros/Prejuízos Acumulados;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.05;Lucros/Prejuízos Acumulados;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.06;Ajustes de Avaliação Patrimonial;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.06;Ajustes de Avaliação Patrimonial;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.08;Outros Resultados Abrangentes;222560.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.08;Outros Resultados Abrangentes;443576.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.08.01;Ajustes de Avaliação Patrimonial em Empresa Investida;226411.0000000000;N
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.08.01;Ajustes de Avaliação Patrimonial em Empresa Investida;447367.0000000000;N
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.08.02;Ganhos (Perdas) atuariais de planos de benefícios pós emprego - líquido dos efeitos tributários;-3851.0000000000;N
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.08.02;Ganhos (Perdas) atuariais de planos de benefícios pós emprego - líquido dos efeitos tributários;-3791.0000000000;N
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.09;Participação dos Acionistas Não Controladores;14032.0000000000;S
33.958.695/0001-78;2021-12-31;1;UNIPAR CARBOCLORO S.A.;011592;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.09;Participação dos Acionistas Não Controladores;32694.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2;Passivo Total;28327000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2;Passivo Total;33884000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01;Passivo Circulante;6942000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01;Passivo Circulante;7339000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01;Obrigações Sociais e Trabalhistas;234000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01;Obrigações Sociais e Trabalhistas;222000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01.01;Obrigações Sociais;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01.01;Obrigações Sociais;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01.02;Obrigações Trabalhistas;234000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01.02;Obrigações Trabalhistas;222000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01.02.01;Salários, férias, encargos, prêmios e participações;233000.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01.02.01;Salários, férias, encargos, prêmios e participações;222000.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01.02.02;Plano de incentivo ao desligamento voluntário;0.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01.02.02;Plano de incentivo ao desligamento voluntário;0.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01.02.03;Programas de desligamento e reestruturação;1000.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01.02.03;Programas de desligamento e reestruturação;0.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.02;Fornecedores;2196000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.02;Fornecedores;3310000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.02.01;Fornecedores Nacionais;1784000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.02.01;Fornecedores Nacionais;1583000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.02.02;Fornecedores Estrangeiros;412000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.02.02;Fornecedores Estrangeiros;1727000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03;Obrigações Fiscais;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03;Obrigações Fiscais;391000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.01;Obrigações Fiscais Federais;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.01;Obrigações Fiscais Federais;391000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;391000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04;Empréstimos e Financiamentos;2197000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04;Empréstimos e Financiamentos;1457000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.01;Empréstimos e Financiamentos;2082000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.01;Empréstimos e Financiamentos;1339000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.01.01;Em Moeda Nacional;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.01.01;Em Moeda Nacional;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.02;Debêntures;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.02;Debêntures;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.03;Financiamento por Arrendamento;115000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.03;Financiamento por Arrendamento;118000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05;Outras Obrigações;2213000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05;Outras Obrigações;1851000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.01.01;Débitos com Coligadas;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.01.01;Débitos com Coligadas;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.01.03;Débitos com Controladores;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.01.03;Débitos com Controladores;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02;Outros;2213000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02;Outros;1851000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;942000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;132000.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.04;Impostos e contribuições a recolher;355000.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.04;Impostos e contribuições a recolher;230000.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.05;Imposto de renda e contribuição social;0.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.05;Imposto de renda e contribuição social;0.0000000000;N
34.274.233/0001-02;2021-12-31;1;VIBRA ENERGIA S/A;024295;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.06;Adiantamentos de clientes;666000.0000000000;N
