CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
09.611.768/0001-76;2021-12-31;1;INTER CONSTRUTORA E INCORPORADORA S.A.;024279;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99.02.01;ON;0.3400000000;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.01;Receita de Venda de Bens e/ou Serviços;341101.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.01;Receita de Venda de Bens e/ou Serviços;557858.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-181059.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-292434.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.03;Resultado Bruto;160042.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.03;Resultado Bruto;265424.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04;Despesas/Receitas Operacionais;-159395.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04;Despesas/Receitas Operacionais;-239078.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.01;Despesas com Vendas;-80231.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.01;Despesas com Vendas;-123759.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.02;Despesas Gerais e Administrativas;-78702.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.02;Despesas Gerais e Administrativas;-107926.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.04;Outras Receitas Operacionais;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.04;Outras Receitas Operacionais;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.05;Outras Despesas Operacionais;-462.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.05;Outras Despesas Operacionais;-7393.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;647.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;26345.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.06;Resultado Financeiro;-6970.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.06;Resultado Financeiro;-27544.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.06.01;Receitas Financeiras;9384.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.06.01;Receitas Financeiras;11817.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.06.02;Despesas Financeiras;-16354.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.06.02;Despesas Financeiras;-39361.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-6323.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-1198.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.08.01;Corrente;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.08.01;Corrente;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.08.02;Diferido;-288.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.08.02;Diferido;-2307.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.09;Resultado Líquido das Operações Continuadas;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.09;Resultado Líquido das Operações Continuadas;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.11;Lucro/Prejuízo Consolidado do Período;-6611.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.11;Lucro/Prejuízo Consolidado do Período;-3506.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.99.01.01;ON;-0.0779510056;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99.01.01;ON;-0.0405182171;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.99.02.01;ON;-0.0779510056;N
09.813.204/0001-16;2021-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99.02.01;ON;-0.0405182171;N
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.01;Receita de Venda de Bens e/ou Serviços;212581.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.01;Receita de Venda de Bens e/ou Serviços;245604.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-73638.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-82199.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.03;Resultado Bruto;138943.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.03;Resultado Bruto;163405.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04;Despesas/Receitas Operacionais;-104823.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04;Despesas/Receitas Operacionais;-137947.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.01;Despesas com Vendas;-25275.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.01;Despesas com Vendas;-32451.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.02;Despesas Gerais e Administrativas;-79189.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.02;Despesas Gerais e Administrativas;-101038.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.04;Outras Receitas Operacionais;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.04;Outras Receitas Operacionais;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.05;Outras Despesas Operacionais;-543.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.05;Outras Despesas Operacionais;-2883.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.06;Resultado de Equivalência Patrimonial;184.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.06;Resultado de Equivalência Patrimonial;-1575.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;34120.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;25458.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.06;Resultado Financeiro;-9548.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.06;Resultado Financeiro;-1990.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.06.01;Receitas Financeiras;1433.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.06.01;Receitas Financeiras;13942.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.06.02;Despesas Financeiras;-10981.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.06.02;Despesas Financeiras;-15932.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;24572.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;23468.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-12213.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-8888.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.08.01;Corrente;-3537.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.08.01;Corrente;-5074.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.08.02;Diferido;-8676.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.08.02;Diferido;-3814.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.09;Resultado Líquido das Operações Continuadas;12359.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.09;Resultado Líquido das Operações Continuadas;14580.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.11;Lucro/Prejuízo Consolidado do Período;12359.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.11;Lucro/Prejuízo Consolidado do Período;14580.0000000000;S
10.139.870/0001-08;2021-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;12359.0000000000;S
